variable_estudio,categoria,total_entradas,total_abandonos,porcentaje_abandono
residencia_grupo,e1-p00-h11-gr14801,1,1,100.0000
residencia_grupo,e1-p00-h11-gr14812,1,0,0.0000
residencia_grupo,e1-p00-h11-gr14888,1,0,0.0000
residencia_grupo,e1-p00-h11-gr15330,1,1,100.0000
residencia_grupo,e1-p00-h11-gr15421,1,1,100.0000
residencia_grupo,e1-p00-h11-gr15608,1,0,0.0000
residencia_grupo,e1-p00-h11-gr16150,1,1,100.0000
residencia_grupo,e1-p00-h11-gr16933,1,1,100.0000
residencia_grupo,e1-p00-h11-gr18469,1,1,100.0000
residencia_grupo,e1-p00-h11-gr19132,1,0,0.0000
residencia_grupo,e1-p00-h12-gr00940,1,0,0.0000
residencia_grupo,e1-p00-h12-gr01393,1,0,0.0000
residencia_grupo,e1-p00-h12-gr01660,1,0,0.0000
residencia_grupo,e1-p00-h12-gr04245,1,1,100.0000
residencia_grupo,e1-p00-h12-gr04319,1,0,0.0000
residencia_grupo,e1-p00-h12-gr05285,1,1,100.0000
residencia_grupo,e1-p00-h12-gr05455,1,0,0.0000
residencia_grupo,e1-p00-h12-gr05552,1,0,0.0000
residencia_grupo,e1-p00-h12-gr05638,1,0,0.0000
residencia_grupo,e1-p00-h12-gr06122,1,0,0.0000
residencia_grupo,e1-p00-h12-gr07520,1,0,0.0000
residencia_grupo,e1-p00-h12-gr07930,1,1,100.0000
residencia_grupo,e1-p00-h12-gr09043,1,0,0.0000
residencia_grupo,e1-p00-h12-gr09660,1,0,0.0000
residencia_grupo,e1-p00-h12-gr10504,1,0,0.0000
residencia_grupo,e1-p00-h12-gr10674,1,0,0.0000
residencia_grupo,e1-p00-h12-gr11778,1,1,100.0000
residencia_grupo,e1-p00-h12-gr11991,1,0,0.0000
residencia_grupo,e1-p00-h12-gr12049,1,0,0.0000
residencia_grupo,e1-p00-h12-gr12142,1,0,0.0000
residencia_grupo,e1-p00-h12-gr13729,1,1,100.0000
residencia_grupo,e1-p00-h12-gr13910,1,0,0.0000
residencia_grupo,e1-p00-h12-gr14877,1,0,0.0000
residencia_grupo,e1-p00-h12-gr15109,1,0,0.0000
residencia_grupo,e1-p00-h12-gr17059,1,0,0.0000
residencia_grupo,e1-p00-h12-gr17264,1,0,0.0000
residencia_grupo,e1-p00-h12-gr17368,1,0,0.0000
residencia_grupo,e1-p00-h12-gr17981,1,1,100.0000
residencia_grupo,e1-p00-h12-gr18033,1,1,100.0000
residencia_grupo,e1-p00-h12-gr18148,1,0,0.0000
residencia_grupo,e1-p00-h12-gr18219,1,0,0.0000
residencia_grupo,e1-p00-h12-gr18307,1,1,100.0000
residencia_grupo,e1-p00-h12-gr18592,1,0,0.0000
residencia_grupo,e1-p00-h12-gr18737,1,0,0.0000
residencia_grupo,e1-p00-h12-gr19070,1,0,0.0000
residencia_grupo,e1-p00-h13-gr00035,1,1,100.0000
residencia_grupo,e1-p00-h13-gr00515,1,1,100.0000
residencia_grupo,e1-p00-h13-gr01808,1,0,0.0000
residencia_grupo,e1-p00-h13-gr01991,1,0,0.0000
residencia_grupo,e1-p00-h13-gr02258,1,0,0.0000
residencia_grupo,e1-p00-h13-gr02744,1,0,0.0000
residencia_grupo,e1-p00-h13-gr03294,1,0,0.0000
residencia_grupo,e1-p00-h13-gr03707,1,1,100.0000
residencia_grupo,e1-p00-h13-gr04063,1,1,100.0000
residencia_grupo,e1-p00-h13-gr04254,1,0,0.0000
residencia_grupo,e1-p00-h13-gr05940,1,0,0.0000
residencia_grupo,e1-p00-h13-gr06860,1,0,0.0000
residencia_grupo,e1-p00-h13-gr07170,1,0,0.0000
residencia_grupo,e1-p00-h13-gr08794,1,1,100.0000
residencia_grupo,e1-p00-h13-gr08876,1,1,100.0000
residencia_grupo,e1-p00-h13-gr10328,1,0,0.0000
residencia_grupo,e1-p00-h13-gr10697,1,1,100.0000
residencia_grupo,e1-p00-h13-gr10845,1,1,100.0000
residencia_grupo,e1-p00-h13-gr10882,1,0,0.0000
residencia_grupo,e1-p00-h13-gr10958,1,1,100.0000
residencia_grupo,e1-p00-h13-gr11178,1,0,0.0000
residencia_grupo,e1-p00-h13-gr11516,1,1,100.0000
residencia_grupo,e1-p00-h13-gr14331,1,1,100.0000
residencia_grupo,e1-p00-h13-gr14959,1,0,0.0000
residencia_grupo,e1-p00-h13-gr17691,1,0,0.0000
residencia_grupo,e1-p00-h13-gr17707,1,1,100.0000
residencia_grupo,e1-p00-h13-gr17962,1,0,0.0000
residencia_grupo,e1-p00-h13-gr18357,1,0,0.0000
residencia_grupo,e1-p00-h13-gr18377,1,0,0.0000
residencia_grupo,e1-p00-h13-gr18831,1,0,0.0000
residencia_grupo,e1-p00-h13-gr19347,1,0,0.0000
residencia_grupo,e1-p00-h14-gr00179,1,0,0.0000
residencia_grupo,e1-p00-h14-gr00682,1,0,0.0000
residencia_grupo,e1-p00-h14-gr01276,1,1,100.0000
residencia_grupo,e1-p00-h14-gr02538,1,1,100.0000
residencia_grupo,e1-p00-h14-gr03272,1,0,0.0000
residencia_grupo,e1-p00-h14-gr03911,1,1,100.0000
residencia_grupo,e1-p00-h14-gr05057,1,0,0.0000
residencia_grupo,e1-p00-h14-gr05205,1,0,0.0000
residencia_grupo,e1-p00-h14-gr05629,1,0,0.0000
residencia_grupo,e1-p00-h14-gr05671,1,1,100.0000
residencia_grupo,e1-p00-h14-gr05918,1,0,0.0000
residencia_grupo,e1-p00-h14-gr06279,1,0,0.0000
residencia_grupo,e1-p00-h14-gr06777,1,0,0.0000
residencia_grupo,e1-p00-h14-gr06962,1,0,0.0000
residencia_grupo,e1-p00-h14-gr07079,1,0,0.0000
residencia_grupo,e1-p00-h14-gr07188,1,1,100.0000
residencia_grupo,e1-p00-h14-gr07951,1,0,0.0000
residencia_grupo,e1-p00-h14-gr08159,1,0,0.0000
residencia_grupo,e1-p00-h14-gr08347,1,0,0.0000
residencia_grupo,e1-p00-h14-gr08907,1,0,0.0000
residencia_grupo,e1-p00-h14-gr09554,1,0,0.0000
residencia_grupo,e1-p00-h14-gr09563,1,0,0.0000
residencia_grupo,e1-p00-h14-gr09965,1,1,100.0000
residencia_grupo,e1-p00-h14-gr10395,1,0,0.0000
residencia_grupo,e1-p00-h14-gr10875,1,0,0.0000
residencia_grupo,e1-p00-h14-gr10889,1,0,0.0000
residencia_grupo,e1-p00-h14-gr12796,1,1,100.0000
residencia_grupo,e1-p00-h14-gr13012,1,1,100.0000
residencia_grupo,e1-p00-h14-gr13336,1,1,100.0000
residencia_grupo,e1-p00-h14-gr13526,1,1,100.0000
residencia_grupo,e1-p00-h14-gr13879,1,0,0.0000
residencia_grupo,e1-p00-h14-gr14327,1,0,0.0000
residencia_grupo,e1-p00-h14-gr14621,1,1,100.0000
residencia_grupo,e1-p00-h14-gr14651,1,0,0.0000
residencia_grupo,e1-p00-h14-gr15787,1,0,0.0000
residencia_grupo,e1-p00-h14-gr16061,1,0,0.0000
residencia_grupo,e1-p00-h14-gr16075,1,1,100.0000
residencia_grupo,e1-p00-h14-gr16183,1,0,0.0000
residencia_grupo,e1-p00-h14-gr17427,1,0,0.0000
residencia_grupo,e1-p00-h14-gr17596,1,0,0.0000
residencia_grupo,e1-p00-h14-gr17798,1,0,0.0000
residencia_grupo,e1-p00-h14-gr18609,1,1,100.0000
residencia_grupo,e1-p00-h14-gr19226,1,0,0.0000
residencia_grupo,e1-p00-h15-gr00082,1,1,100.0000
residencia_grupo,e1-p00-h15-gr00537,1,1,100.0000
residencia_grupo,e1-p00-h15-gr01885,1,1,100.0000
residencia_grupo,e1-p00-h15-gr02616,1,0,0.0000
residencia_grupo,e1-p00-h15-gr02664,1,0,0.0000
residencia_grupo,e1-p00-h15-gr03092,1,0,0.0000
residencia_grupo,e1-p00-h15-gr03251,1,1,100.0000
residencia_grupo,e1-p00-h15-gr04138,1,0,0.0000
residencia_grupo,e1-p00-h15-gr04149,1,0,0.0000
residencia_grupo,e1-p00-h15-gr05136,1,0,0.0000
residencia_grupo,e1-p00-h15-gr05428,1,1,100.0000
residencia_grupo,e1-p00-h15-gr05842,1,0,0.0000
residencia_grupo,e1-p00-h15-gr05985,1,0,0.0000
residencia_grupo,e1-p00-h15-gr07665,1,0,0.0000
residencia_grupo,e1-p00-h15-gr07727,1,0,0.0000
residencia_grupo,e1-p00-h15-gr07878,1,0,0.0000
residencia_grupo,e1-p00-h15-gr08938,1,1,100.0000
residencia_grupo,e1-p00-h15-gr08950,1,0,0.0000
residencia_grupo,e1-p00-h15-gr09960,1,0,0.0000
residencia_grupo,e1-p00-h15-gr10151,1,1,100.0000
residencia_grupo,e1-p00-h15-gr10160,1,0,0.0000
residencia_grupo,e1-p00-h15-gr11755,1,1,100.0000
residencia_grupo,e1-p00-h15-gr11910,1,1,100.0000
residencia_grupo,e1-p00-h15-gr12000,1,0,0.0000
residencia_grupo,e1-p00-h15-gr12503,1,0,0.0000
residencia_grupo,e1-p00-h15-gr13998,1,0,0.0000
residencia_grupo,e1-p00-h15-gr14081,1,0,0.0000
residencia_grupo,e1-p00-h15-gr14345,1,0,0.0000
residencia_grupo,e1-p00-h15-gr14598,1,0,0.0000
residencia_grupo,e1-p00-h15-gr14667,1,0,0.0000
residencia_grupo,e1-p00-h15-gr15940,1,0,0.0000
residencia_grupo,e1-p00-h15-gr16091,1,1,100.0000
residencia_grupo,e1-p00-h15-gr16187,1,0,0.0000
residencia_grupo,e1-p00-h15-gr17116,1,0,0.0000
residencia_grupo,e1-p00-h15-gr17280,1,0,0.0000
residencia_grupo,e1-p00-h15-gr17472,1,0,0.0000
residencia_grupo,e1-p00-h15-gr18217,1,0,0.0000
residencia_grupo,e1-p00-h15-gr19017,1,0,0.0000
residencia_grupo,e1-p00-h16-gr00029,1,0,0.0000
residencia_grupo,e1-p00-h16-gr00077,1,0,0.0000
residencia_grupo,e1-p00-h16-gr00417,1,0,0.0000
residencia_grupo,e1-p00-h16-gr00935,1,1,100.0000
residencia_grupo,e1-p00-h16-gr01267,1,0,0.0000
residencia_grupo,e1-p00-h16-gr01479,1,0,0.0000
residencia_grupo,e1-p00-h16-gr03500,1,0,0.0000
residencia_grupo,e1-p00-h16-gr04330,1,0,0.0000
residencia_grupo,e1-p00-h16-gr04413,1,0,0.0000
residencia_grupo,e1-p00-h16-gr04731,1,1,100.0000
residencia_grupo,e1-p00-h16-gr06552,1,1,100.0000
residencia_grupo,e1-p00-h16-gr07149,1,0,0.0000
residencia_grupo,e1-p00-h16-gr07539,1,1,100.0000
residencia_grupo,e1-p00-h16-gr07820,1,0,0.0000
residencia_grupo,e1-p00-h16-gr08218,1,0,0.0000
residencia_grupo,e1-p00-h16-gr08279,1,1,100.0000
residencia_grupo,e1-p00-h16-gr09134,1,0,0.0000
residencia_grupo,e1-p00-h16-gr10419,1,0,0.0000
residencia_grupo,e1-p00-h16-gr10507,1,0,0.0000
residencia_grupo,e1-p00-h16-gr11243,1,1,100.0000
residencia_grupo,e1-p00-h16-gr11249,1,1,100.0000
residencia_grupo,e1-p00-h16-gr12247,1,0,0.0000
residencia_grupo,e1-p00-h16-gr12597,1,1,100.0000
residencia_grupo,e1-p00-h16-gr14070,1,0,0.0000
residencia_grupo,e1-p00-h16-gr14211,1,0,0.0000
residencia_grupo,e1-p00-h16-gr14407,1,0,0.0000
residencia_grupo,e1-p00-h16-gr14412,1,0,0.0000
residencia_grupo,e1-p00-h16-gr14833,1,0,0.0000
residencia_grupo,e1-p00-h16-gr15305,1,0,0.0000
residencia_grupo,e1-p00-h16-gr16074,1,0,0.0000
residencia_grupo,e1-p00-h16-gr16448,1,0,0.0000
residencia_grupo,e1-p00-h16-gr16496,1,0,0.0000
residencia_grupo,e1-p00-h16-gr16650,1,0,0.0000
residencia_grupo,e1-p00-h16-gr16972,1,0,0.0000
residencia_grupo,e1-p00-h16-gr17715,1,0,0.0000
residencia_grupo,e1-p00-h16-gr17722,1,0,0.0000
residencia_grupo,e1-p00-h16-gr17730,1,0,0.0000
residencia_grupo,e1-p00-h16-gr17958,1,0,0.0000
residencia_grupo,e1-p00-h16-gr18355,1,0,0.0000
residencia_grupo,e1-p00-h16-gr19385,1,1,100.0000
residencia_grupo,e1-p00-h17-gr00230,1,0,0.0000
residencia_grupo,e1-p00-h17-gr00574,1,0,0.0000
residencia_grupo,e1-p00-h17-gr00654,1,1,100.0000
residencia_grupo,e1-p00-h17-gr01538,1,0,0.0000
residencia_grupo,e1-p00-h17-gr01703,1,0,0.0000
residencia_grupo,e1-p00-h17-gr02005,1,1,100.0000
residencia_grupo,e1-p00-h17-gr02168,1,0,0.0000
residencia_grupo,e1-p00-h17-gr02344,1,1,100.0000
residencia_grupo,e1-p00-h17-gr02583,1,1,100.0000
residencia_grupo,e1-p00-h17-gr02951,1,1,100.0000
residencia_grupo,e1-p00-h17-gr03478,1,0,0.0000
residencia_grupo,e1-p00-h17-gr03559,1,0,0.0000
residencia_grupo,e1-p00-h17-gr04005,1,0,0.0000
residencia_grupo,e1-p00-h17-gr04479,1,0,0.0000
residencia_grupo,e1-p00-h17-gr05700,1,0,0.0000
residencia_grupo,e1-p00-h17-gr05756,1,0,0.0000
residencia_grupo,e1-p00-h17-gr06087,1,1,100.0000
residencia_grupo,e1-p00-h17-gr06472,1,0,0.0000
residencia_grupo,e1-p00-h17-gr06529,1,0,0.0000
residencia_grupo,e1-p00-h17-gr06730,1,0,0.0000
residencia_grupo,e1-p00-h17-gr07240,1,0,0.0000
residencia_grupo,e1-p00-h17-gr07333,1,0,0.0000
residencia_grupo,e1-p00-h17-gr07916,1,0,0.0000
residencia_grupo,e1-p00-h17-gr08691,1,0,0.0000
residencia_grupo,e1-p00-h17-gr09207,1,0,0.0000
residencia_grupo,e1-p00-h17-gr09510,1,1,100.0000
residencia_grupo,e1-p00-h17-gr09800,1,1,100.0000
residencia_grupo,e1-p00-h17-gr10374,1,0,0.0000
residencia_grupo,e1-p00-h17-gr10621,1,0,0.0000
residencia_grupo,e1-p00-h17-gr10709,1,0,0.0000
residencia_grupo,e1-p00-h17-gr11467,1,1,100.0000
residencia_grupo,e1-p00-h17-gr11600,1,0,0.0000
residencia_grupo,e1-p00-h17-gr12322,1,0,0.0000
residencia_grupo,e1-p00-h17-gr13752,1,1,100.0000
residencia_grupo,e1-p00-h17-gr14509,1,0,0.0000
residencia_grupo,e1-p00-h17-gr15099,1,0,0.0000
residencia_grupo,e1-p00-h17-gr15899,1,1,100.0000
residencia_grupo,e1-p00-h17-gr16683,1,1,100.0000
residencia_grupo,e1-p00-h17-gr17261,1,1,100.0000
residencia_grupo,e1-p00-h17-gr17286,1,0,0.0000
residencia_grupo,e1-p00-h17-gr17408,1,0,0.0000
residencia_grupo,e1-p00-h17-gr17497,1,1,100.0000
residencia_grupo,e1-p00-h17-gr17752,1,0,0.0000
residencia_grupo,e1-p00-h17-gr19151,1,0,0.0000
residencia_grupo,e1-p00-h17-gr19499,1,0,0.0000
residencia_grupo,e1-p00-h17-gr19588,1,0,0.0000
residencia_grupo,e1-p00-h18-gr00234,1,0,0.0000
residencia_grupo,e1-p00-h18-gr00255,1,0,0.0000
residencia_grupo,e1-p00-h18-gr00929,1,1,100.0000
residencia_grupo,e1-p00-h18-gr02665,1,0,0.0000
residencia_grupo,e1-p00-h18-gr02921,1,0,0.0000
residencia_grupo,e1-p00-h18-gr03487,1,0,0.0000
residencia_grupo,e1-p00-h18-gr03597,1,0,0.0000
residencia_grupo,e1-p00-h18-gr04622,1,0,0.0000
residencia_grupo,e1-p00-h18-gr05578,1,0,0.0000
residencia_grupo,e1-p00-h18-gr05617,1,0,0.0000
residencia_grupo,e1-p00-h18-gr07013,1,1,100.0000
residencia_grupo,e1-p00-h18-gr07041,1,1,100.0000
residencia_grupo,e1-p00-h18-gr07855,1,1,100.0000
residencia_grupo,e1-p00-h18-gr08162,1,0,0.0000
residencia_grupo,e1-p00-h18-gr08417,1,0,0.0000
residencia_grupo,e1-p00-h18-gr08690,1,0,0.0000
residencia_grupo,e1-p00-h18-gr08839,1,0,0.0000
residencia_grupo,e1-p00-h18-gr09734,1,0,0.0000
residencia_grupo,e1-p00-h18-gr09767,1,0,0.0000
residencia_grupo,e1-p00-h18-gr10433,1,1,100.0000
residencia_grupo,e1-p00-h18-gr12019,1,1,100.0000
residencia_grupo,e1-p00-h18-gr12154,1,1,100.0000
residencia_grupo,e1-p00-h18-gr12320,1,1,100.0000
residencia_grupo,e1-p00-h18-gr12564,1,1,100.0000
residencia_grupo,e1-p00-h18-gr12769,1,1,100.0000
residencia_grupo,e1-p00-h18-gr14035,1,0,0.0000
residencia_grupo,e1-p00-h18-gr14587,1,0,0.0000
residencia_grupo,e1-p00-h18-gr14786,1,0,0.0000
residencia_grupo,e1-p00-h18-gr17109,1,1,100.0000
residencia_grupo,e1-p00-h18-gr17117,1,0,0.0000
residencia_grupo,e1-p00-h18-gr18884,1,0,0.0000
residencia_grupo,e1-p00-h18-gr18985,1,0,0.0000
residencia_grupo,e1-p00-h18-gr19066,1,0,0.0000
residencia_grupo,e1-p00-h19-gr00170,1,0,0.0000
residencia_grupo,e1-p00-h19-gr00972,1,0,0.0000
residencia_grupo,e1-p00-h19-gr02550,1,0,0.0000
residencia_grupo,e1-p00-h19-gr02853,1,0,0.0000
residencia_grupo,e1-p00-h19-gr03206,1,0,0.0000
residencia_grupo,e1-p00-h19-gr03293,1,0,0.0000
residencia_grupo,e1-p00-h19-gr04522,1,0,0.0000
residencia_grupo,e1-p00-h19-gr05329,1,0,0.0000
residencia_grupo,e1-p00-h19-gr05504,1,1,100.0000
residencia_grupo,e1-p00-h19-gr05858,1,0,0.0000
residencia_grupo,e1-p00-h19-gr05910,1,0,0.0000
residencia_grupo,e1-p00-h19-gr06473,1,1,100.0000
residencia_grupo,e1-p00-h19-gr06757,1,0,0.0000
residencia_grupo,e1-p00-h19-gr07111,1,0,0.0000
residencia_grupo,e1-p00-h19-gr07185,1,1,100.0000
residencia_grupo,e1-p00-h19-gr07206,1,1,100.0000
residencia_grupo,e1-p00-h19-gr08074,1,0,0.0000
residencia_grupo,e1-p00-h19-gr08126,1,1,100.0000
residencia_grupo,e1-p00-h19-gr08628,1,0,0.0000
residencia_grupo,e1-p00-h19-gr08765,1,1,100.0000
residencia_grupo,e1-p00-h19-gr08875,1,0,0.0000
residencia_grupo,e1-p00-h19-gr09125,1,0,0.0000
residencia_grupo,e1-p00-h19-gr09495,1,1,100.0000
residencia_grupo,e1-p00-h19-gr09953,1,0,0.0000
residencia_grupo,e1-p00-h19-gr10062,1,0,0.0000
residencia_grupo,e1-p00-h19-gr10280,1,0,0.0000
residencia_grupo,e1-p00-h19-gr10960,1,1,100.0000
residencia_grupo,e1-p00-h19-gr11027,1,0,0.0000
residencia_grupo,e1-p00-h19-gr11152,1,0,0.0000
residencia_grupo,e1-p00-h19-gr13431,1,0,0.0000
residencia_grupo,e1-p00-h19-gr13565,1,1,100.0000
residencia_grupo,e1-p00-h19-gr14969,1,0,0.0000
residencia_grupo,e1-p00-h19-gr15175,1,1,100.0000
residencia_grupo,e1-p00-h19-gr16344,1,1,100.0000
residencia_grupo,e1-p00-h19-gr16365,1,0,0.0000
residencia_grupo,e1-p00-h19-gr16972,1,0,0.0000
residencia_grupo,e1-p00-h19-gr17032,1,0,0.0000
residencia_grupo,e1-p00-h19-gr17505,1,0,0.0000
residencia_grupo,e1-p00-h19-gr18324,1,0,0.0000
residencia_grupo,e1-p00-h19-gr18684,1,0,0.0000
residencia_grupo,e1-p00-h19-gr19070,1,0,0.0000
residencia_grupo,e1-p00-h20-gr00813,1,1,100.0000
residencia_grupo,e1-p00-h20-gr00827,1,0,0.0000
residencia_grupo,e1-p00-h20-gr01048,1,0,0.0000
residencia_grupo,e1-p00-h20-gr01600,1,0,0.0000
residencia_grupo,e1-p00-h20-gr02633,1,0,0.0000
residencia_grupo,e1-p00-h20-gr02657,1,1,100.0000
residencia_grupo,e1-p00-h20-gr02846,1,0,0.0000
residencia_grupo,e1-p00-h20-gr02859,1,0,0.0000
residencia_grupo,e1-p00-h20-gr03252,1,1,100.0000
residencia_grupo,e1-p00-h20-gr03489,1,0,0.0000
residencia_grupo,e1-p00-h20-gr03543,1,0,0.0000
residencia_grupo,e1-p00-h20-gr04504,1,0,0.0000
residencia_grupo,e1-p00-h20-gr05102,1,0,0.0000
residencia_grupo,e1-p00-h20-gr05204,1,0,0.0000
residencia_grupo,e1-p00-h20-gr05219,1,0,0.0000
residencia_grupo,e1-p00-h20-gr05877,1,0,0.0000
residencia_grupo,e1-p00-h20-gr05952,1,0,0.0000
residencia_grupo,e1-p00-h20-gr07035,1,1,100.0000
residencia_grupo,e1-p00-h20-gr07115,1,0,0.0000
residencia_grupo,e1-p00-h20-gr07379,1,1,100.0000
residencia_grupo,e1-p00-h20-gr08042,1,0,0.0000
residencia_grupo,e1-p00-h20-gr08553,1,0,0.0000
residencia_grupo,e1-p00-h20-gr09024,1,0,0.0000
residencia_grupo,e1-p00-h20-gr09176,1,1,100.0000
residencia_grupo,e1-p00-h20-gr09260,1,0,0.0000
residencia_grupo,e1-p00-h20-gr09285,1,0,0.0000
residencia_grupo,e1-p00-h20-gr09335,1,1,100.0000
residencia_grupo,e1-p00-h20-gr09615,1,1,100.0000
residencia_grupo,e1-p00-h20-gr09985,1,0,0.0000
residencia_grupo,e1-p00-h20-gr10279,1,0,0.0000
residencia_grupo,e1-p00-h20-gr10459,1,0,0.0000
residencia_grupo,e1-p00-h20-gr10993,1,0,0.0000
residencia_grupo,e1-p00-h20-gr11176,1,1,100.0000
residencia_grupo,e1-p00-h20-gr11356,1,0,0.0000
residencia_grupo,e1-p00-h20-gr11555,1,0,0.0000
residencia_grupo,e1-p00-h20-gr11635,1,0,0.0000
residencia_grupo,e1-p00-h20-gr11937,1,0,0.0000
residencia_grupo,e1-p00-h20-gr13069,1,1,100.0000
residencia_grupo,e1-p00-h20-gr13132,1,1,100.0000
residencia_grupo,e1-p00-h20-gr13881,1,1,100.0000
residencia_grupo,e1-p00-h20-gr14307,1,1,100.0000
residencia_grupo,e1-p00-h20-gr14622,1,0,0.0000
residencia_grupo,e1-p00-h20-gr15102,1,0,0.0000
residencia_grupo,e1-p00-h20-gr15283,1,0,0.0000
residencia_grupo,e1-p00-h20-gr15738,1,1,100.0000
residencia_grupo,e1-p00-h20-gr16038,1,0,0.0000
residencia_grupo,e1-p00-h20-gr16219,1,1,100.0000
residencia_grupo,e1-p00-h20-gr16579,1,0,0.0000
residencia_grupo,e1-p00-h20-gr17332,1,0,0.0000
residencia_grupo,e1-p00-h20-gr17793,1,1,100.0000
residencia_grupo,e1-p00-h20-gr18791,1,0,0.0000
residencia_grupo,e1-p00-h20-gr19088,1,0,0.0000
residencia_grupo,e1-p00-h20-gr19679,1,0,0.0000
residencia_grupo,e1-p01-h01-gr00488,1,1,100.0000
residencia_grupo,e1-p01-h01-gr00603,1,1,100.0000
residencia_grupo,e1-p01-h01-gr00736,1,0,0.0000
residencia_grupo,e1-p01-h01-gr01389,1,0,0.0000
residencia_grupo,e1-p01-h01-gr01413,1,0,0.0000
residencia_grupo,e1-p01-h01-gr01569,1,0,0.0000
residencia_grupo,e1-p01-h01-gr01683,1,0,0.0000
residencia_grupo,e1-p01-h01-gr02206,1,0,0.0000
residencia_grupo,e1-p01-h01-gr03436,1,0,0.0000
residencia_grupo,e1-p01-h01-gr03917,1,0,0.0000
residencia_grupo,e1-p01-h01-gr04246,1,0,0.0000
residencia_grupo,e1-p01-h01-gr05166,1,1,100.0000
residencia_grupo,e1-p01-h01-gr05245,1,0,0.0000
residencia_grupo,e1-p01-h01-gr05912,1,0,0.0000
residencia_grupo,e1-p01-h01-gr05933,1,1,100.0000
residencia_grupo,e1-p01-h01-gr05976,1,0,0.0000
residencia_grupo,e1-p01-h01-gr06240,1,1,100.0000
residencia_grupo,e1-p01-h01-gr06685,1,1,100.0000
residencia_grupo,e1-p01-h01-gr07261,1,0,0.0000
residencia_grupo,e1-p01-h01-gr07538,1,1,100.0000
residencia_grupo,e1-p01-h01-gr07985,1,0,0.0000
residencia_grupo,e1-p01-h01-gr08048,1,1,100.0000
residencia_grupo,e1-p01-h01-gr09312,1,0,0.0000
residencia_grupo,e1-p01-h01-gr10083,1,1,100.0000
residencia_grupo,e1-p01-h01-gr10506,1,0,0.0000
residencia_grupo,e1-p01-h01-gr10588,1,0,0.0000
residencia_grupo,e1-p01-h01-gr11509,1,0,0.0000
residencia_grupo,e1-p01-h01-gr11710,1,0,0.0000
residencia_grupo,e1-p01-h01-gr12072,1,1,100.0000
residencia_grupo,e1-p01-h01-gr13536,1,0,0.0000
residencia_grupo,e1-p01-h01-gr13733,1,0,0.0000
residencia_grupo,e1-p01-h01-gr14420,1,1,100.0000
residencia_grupo,e1-p01-h01-gr14631,1,0,0.0000
residencia_grupo,e1-p01-h01-gr14684,1,0,0.0000
residencia_grupo,e1-p01-h01-gr15153,1,0,0.0000
residencia_grupo,e1-p01-h01-gr15220,1,0,0.0000
residencia_grupo,e1-p01-h01-gr15456,1,0,0.0000
residencia_grupo,e1-p01-h01-gr16189,1,0,0.0000
residencia_grupo,e1-p01-h01-gr16573,1,1,100.0000
residencia_grupo,e1-p01-h01-gr17931,1,0,0.0000
residencia_grupo,e1-p01-h01-gr18734,1,0,0.0000
residencia_grupo,e1-p01-h01-gr19232,1,0,0.0000
residencia_grupo,e1-p01-h01-gr19688,1,0,0.0000
residencia_grupo,e1-p01-h02-gr00565,1,0,0.0000
residencia_grupo,e1-p01-h02-gr00584,1,0,0.0000
residencia_grupo,e1-p01-h02-gr00695,1,0,0.0000
residencia_grupo,e1-p01-h02-gr00714,1,0,0.0000
residencia_grupo,e1-p01-h02-gr00737,1,0,0.0000
residencia_grupo,e1-p01-h02-gr00819,1,0,0.0000
residencia_grupo,e1-p01-h02-gr01019,1,0,0.0000
residencia_grupo,e1-p01-h02-gr01678,1,0,0.0000
residencia_grupo,e1-p01-h02-gr01761,1,1,100.0000
residencia_grupo,e1-p01-h02-gr01902,1,1,100.0000
residencia_grupo,e1-p01-h02-gr02041,1,1,100.0000
residencia_grupo,e1-p01-h02-gr02426,1,0,0.0000
residencia_grupo,e1-p01-h02-gr02522,1,0,0.0000
residencia_grupo,e1-p01-h02-gr03107,1,0,0.0000
residencia_grupo,e1-p01-h02-gr03270,1,1,100.0000
residencia_grupo,e1-p01-h02-gr03401,1,0,0.0000
residencia_grupo,e1-p01-h02-gr03975,1,0,0.0000
residencia_grupo,e1-p01-h02-gr04792,1,1,100.0000
residencia_grupo,e1-p01-h02-gr05187,1,0,0.0000
residencia_grupo,e1-p01-h02-gr06444,1,0,0.0000
residencia_grupo,e1-p01-h02-gr07573,1,0,0.0000
residencia_grupo,e1-p01-h02-gr07574,1,0,0.0000
residencia_grupo,e1-p01-h02-gr07586,1,0,0.0000
residencia_grupo,e1-p01-h02-gr07676,1,0,0.0000
residencia_grupo,e1-p01-h02-gr07796,1,1,100.0000
residencia_grupo,e1-p01-h02-gr08160,1,1,100.0000
residencia_grupo,e1-p01-h02-gr08218,1,0,0.0000
residencia_grupo,e1-p01-h02-gr08999,1,0,0.0000
residencia_grupo,e1-p01-h02-gr09380,1,0,0.0000
residencia_grupo,e1-p01-h02-gr09620,1,0,0.0000
residencia_grupo,e1-p01-h02-gr10062,1,0,0.0000
residencia_grupo,e1-p01-h02-gr12248,1,0,0.0000
residencia_grupo,e1-p01-h02-gr12444,1,0,0.0000
residencia_grupo,e1-p01-h02-gr12897,1,0,0.0000
residencia_grupo,e1-p01-h02-gr14273,1,1,100.0000
residencia_grupo,e1-p01-h02-gr14549,1,0,0.0000
residencia_grupo,e1-p01-h02-gr14921,1,1,100.0000
